split,condition,file,scenario_seed,U,K,C,Cclu,Dcol,sensing_radius_m,cluster_populations,initial_budgets,workload_multiplier,energy_multiplier,slot_duration_s
robustness,energy_0p8,data/robustness/energy_0p8/scenario_031.npz,124031,3,50,64,4,8,15.0,13;13;12;12,140.0;120.0;100.0,1.0,0.8,1.0
robustness,energy_0p8,data/robustness/energy_0p8/scenario_032.npz,124032,3,50,64,4,8,15.0,13;13;12;12,120.0;100.0;140.0,1.0,0.8,1.0
robustness,energy_0p8,data/robustness/energy_0p8/scenario_033.npz,124033,3,50,64,4,8,15.0,13;13;12;12,120.0;140.0;100.0,1.0,0.8,1.0
robustness,energy_0p8,data/robustness/energy_0p8/scenario_034.npz,124034,3,50,64,4,8,15.0,13;13;12;12,120.0;140.0;100.0,1.0,0.8,1.0
robustness,energy_0p8,data/robustness/energy_0p8/scenario_035.npz,124035,3,50,64,4,8,15.0,13;13;12;12,100.0;140.0;120.0,1.0,0.8,1.0
robustness,energy_0p8,data/robustness/energy_0p8/scenario_036.npz,124036,3,50,64,4,8,15.0,13;13;12;12,100.0;120.0;140.0,1.0,0.8,1.0
robustness,energy_0p8,data/robustness/energy_0p8/scenario_037.npz,124037,3,50,64,4,8,15.0,13;13;12;12,140.0;100.0;120.0,1.0,0.8,1.0
robustness,energy_0p8,data/robustness/energy_0p8/scenario_038.npz,124038,3,50,64,4,8,15.0,13;13;12;12,120.0;140.0;100.0,1.0,0.8,1.0
robustness,energy_0p8,data/robustness/energy_0p8/scenario_039.npz,124039,3,50,64,4,8,15.0,13;13;12;12,120.0;140.0;100.0,1.0,0.8,1.0
robustness,energy_1p2,data/robustness/energy_1p2/scenario_000.npz,124000,3,50,64,4,8,15.0,13;13;12;12,150.0;180.0;210.0,1.0,1.2,1.0
robustness,energy_1p2,data/robustness/energy_1p2/scenario_001.npz,124001,3,50,64,4,8,15.0,13;13;12;12,210.0;150.0;180.0,1.0,1.2,1.0
robustness,energy_1p2,data/robustness/energy_1p2/scenario_002.npz,124002,3,50,64,4,8,15.0,13;13;12;12,180.0;150.0;210.0,1.0,1.2,1.0
robustness,energy_1p2,data/robustness/energy_1p2/scenario_003.npz,124003,3,50,64,4,8,15.0,13;13;12;12,150.0;180.0;210.0,1.0,1.2,1.0
robustness,energy_1p2,data/robustness/energy_1p2/scenario_004.npz,124004,3,50,64,4,8,15.0,13;13;12;12,210.0;180.0;150.0,1.0,1.2,1.0
robustness,energy_1p2,data/robustness/energy_1p2/scenario_005.npz,124005,3,50,64,4,8,15.0,13;13;12;12,180.0;210.0;150.0,1.0,1.2,1.0
robustness,energy_1p2,data/robustness/energy_1p2/scenario_006.npz,124006,3,50,64,4,8,15.0,13;13;12;12,210.0;180.0;150.0,1.0,1.2,1.0
robustness,energy_1p2,data/robustness/energy_1p2/scenario_007.npz,124007,3,50,64,4,8,15.0,13;13;12;12,150.0;210.0;180.0,1.0,1.2,1.0
robustness,energy_1p2,data/robustness/energy_1p2/scenario_008.npz,124008,3,50,64,4,8,15.0,13;13;12;12,210.0;180.0;150.0,1.0,1.2,1.0
robustness,energy_1p2,data/robustness/energy_1p2/scenario_009.npz,124009,3,50,64,4,8,15.0,13;13;12;12,150.0;210.0;180.0,1.0,1.2,1.0
robustness,energy_1p2,data/robustness/energy_1p2/scenario_010.npz,124010,3,50,64,4,8,15.0,13;13;12;12,150.0;210.0;180.0,1.0,1.2,1.0
robustness,energy_1p2,data/robustness/energy_1p2/scenario_011.npz,124011,3,50,64,4,8,15.0,13;13;12;12,210.0;180.0;150.0,1.0,1.2,1.0
robustness,energy_1p2,data/robustness/energy_1p2/scenario_012.npz,124012,3,50,64,4,8,15.0,13;13;12;12,180.0;150.0;210.0,1.0,1.2,1.0
robustness,energy_1p2,data/robustness/energy_1p2/scenario_013.npz,124013,3,50,64,4,8,15.0,13;13;12;12,180.0;210.0;150.0,1.0,1.2,1.0
robustness,energy_1p2,data/robustness/energy_1p2/scenario_014.npz,124014,3,50,64,4,8,15.0,13;13;12;12,180.0;150.0;210.0,1.0,1.2,1.0
robustness,energy_1p2,data/robustness/energy_1p2/scenario_015.npz,124015,3,50,64,4,8,15.0,13;13;12;12,150.0;210.0;180.0,1.0,1.2,1.0
robustness,energy_1p2,data/robustness/energy_1p2/scenario_016.npz,124016,3,50,64,4,8,15.0,13;13;12;12,180.0;210.0;150.0,1.0,1.2,1.0
robustness,energy_1p2,data/robustness/energy_1p2/scenario_017.npz,124017,3,50,64,4,8,15.0,13;13;12;12,180.0;210.0;150.0,1.0,1.2,1.0
robustness,energy_1p2,data/robustness/energy_1p2/scenario_018.npz,124018,3,50,64,4,8,15.0,13;13;12;12,180.0;210.0;150.0,1.0,1.2,1.0
robustness,energy_1p2,data/robustness/energy_1p2/scenario_019.npz,124019,3,50,64,4,8,15.0,13;13;12;12,180.0;210.0;150.0,1.0,1.2,1.0
robustness,energy_1p2,data/robustness/energy_1p2/scenario_020.npz,124020,3,50,64,4,8,15.0,13;13;12;12,210.0;150.0;180.0,1.0,1.2,1.0
robustness,energy_1p2,data/robustness/energy_1p2/scenario_021.npz,124021,3,50,64,4,8,15.0,13;13;12;12,150.0;210.0;180.0,1.0,1.2,1.0
robustness,energy_1p2,data/robustness/energy_1p2/scenario_022.npz,124022,3,50,64,4,8,15.0,13;13;12;12,180.0;150.0;210.0,1.0,1.2,1.0
robustness,energy_1p2,data/robustness/energy_1p2/scenario_023.npz,124023,3,50,64,4,8,15.0,13;13;12;12,150.0;180.0;210.0,1.0,1.2,1.0
robustness,energy_1p2,data/robustness/energy_1p2/scenario_024.npz,124024,3,50,64,4,8,15.0,13;13;12;12,150.0;180.0;210.0,1.0,1.2,1.0
robustness,energy_1p2,data/robustness/energy_1p2/scenario_025.npz,124025,3,50,64,4,8,15.0,13;13;12;12,180.0;150.0;210.0,1.0,1.2,1.0
robustness,energy_1p2,data/robustness/energy_1p2/scenario_026.npz,124026,3,50,64,4,8,15.0,13;13;12;12,180.0;150.0;210.0,1.0,1.2,1.0
robustness,energy_1p2,data/robustness/energy_1p2/scenario_027.npz,124027,3,50,64,4,8,15.0,13;13;12;12,180.0;150.0;210.0,1.0,1.2,1.0
robustness,energy_1p2,data/robustness/energy_1p2/scenario_028.npz,124028,3,50,64,4,8,15.0,13;13;12;12,150.0;180.0;210.0,1.0,1.2,1.0
robustness,energy_1p2,data/robustness/energy_1p2/scenario_029.npz,124029,3,50,64,4,8,15.0,13;13;12;12,210.0;150.0;180.0,1.0,1.2,1.0
robustness,energy_1p2,data/robustness/energy_1p2/scenario_030.npz,124030,3,50,64,4,8,15.0,13;13;12;12,150.0;210.0;180.0,1.0,1.2,1.0
robustness,energy_1p2,data/robustness/energy_1p2/scenario_031.npz,124031,3,50,64,4,8,15.0,13;13;12;12,210.0;180.0;150.0,1.0,1.2,1.0
robustness,energy_1p2,data/robustness/energy_1p2/scenario_032.npz,124032,3,50,64,4,8,15.0,13;13;12;12,180.0;150.0;210.0,1.0,1.2,1.0
robustness,energy_1p2,data/robustness/energy_1p2/scenario_033.npz,124033,3,50,64,4,8,15.0,13;13;12;12,180.0;210.0;150.0,1.0,1.2,1.0
robustness,energy_1p2,data/robustness/energy_1p2/scenario_034.npz,124034,3,50,64,4,8,15.0,13;13;12;12,180.0;210.0;150.0,1.0,1.2,1.0
robustness,energy_1p2,data/robustness/energy_1p2/scenario_035.npz,124035,3,50,64,4,8,15.0,13;13;12;12,150.0;210.0;180.0,1.0,1.2,1.0
robustness,energy_1p2,data/robustness/energy_1p2/scenario_036.npz,124036,3,50,64,4,8,15.0,13;13;12;12,150.0;180.0;210.0,1.0,1.2,1.0
robustness,energy_1p2,data/robustness/energy_1p2/scenario_037.npz,124037,3,50,64,4,8,15.0,13;13;12;12,210.0;150.0;180.0,1.0,1.2,1.0
robustness,energy_1p2,data/robustness/energy_1p2/scenario_038.npz,124038,3,50,64,4,8,15.0,13;13;12;12,180.0;210.0;150.0,1.0,1.2,1.0
robustness,energy_1p2,data/robustness/energy_1p2/scenario_039.npz,124039,3,50,64,4,8,15.0,13;13;12;12,180.0;210.0;150.0,1.0,1.2,1.0
